listing_id,id,date,reviewer_id,reviewer_name,review_scores_rating,comments
41836,4078826,2013-04-08,5327193,Daniela,100,DIANA is very kind and friendly. She did not hesitate to offer her help. Felt totally welcome.
74715,39526036,2015-07-24,22183682,Daniela,90,"Had the most wonderful stay with Walter and 
family. A most welcoming, lovely, friendly couple, with the cutest son and beautiful ol' dog. The room was cozy, comfortable and spacious,  with a delightful view onto the backyard. Felt instantly at home. A simply charming, neat and tidy home. Location was great. Close to an interesting village shopping strip and easy access to town. 
A very enjoyable stay!
"
15246,62239822,2016-02-13,7379043,Daniela,99,"I really felt like home after spending 30 days at her lovely house. The biggest reason for that is because Eleni is a lovely person.

The room is spacious, the bed is very comfortable and there are two windows with great lighting - one gets you to the balcony.

The house is very cosy and I felt really good all the time. There is a great vibe in her house!

Eleni was very available for every type of questions and concerns about coming and moving to Melbourne. During my visit we had good conversations. I would recommend this place to everybody. "
72576,222262,2011-04-10,101820,Daniela,100,"Lovely host in a stylish, spotless and airy house in the probably most exiting district of Melbourne. One stonethrow away u find an endless variety of vintage stores and the most creative&buzzy places for breakfast, which u will maybe not need, coz Ramona spoils her guests with the most amazing organic muffins u can think of!!"
74548,134386320,2017-02-26,4231798,Daniela,92,The host canceled this reservation 29 days before arrival. This is an automated posting.
41836,260427393,2018-05-04,25590269,Daniela,99,We had a perfect and comfy stay at Diana‘s apartment! She gave us great and helpful tipps & we had really nice chats with her and Greg! Thanks for everything. :-)
247006,693690,2011-11-05,1217273,Daniele,97,"We will definitely go back to Chris house if we ever visit Melbourne again. The area is very quiet and there are lots of small shops and restaurants nearby.
Even though Chris had to go away for a few days, he took us on a tour of the area and showed us all the best restaurants and cafes, giving good advices on what to do.
The house is being refurbished and it will come out very nice. The room is big and bright. Keiko especially loved the very hot water in the tub.
The position is fantastic: just catch the 96 or 112 tram around the corner and you can get to CBD or St. Kilda in minutes!"
50492,356659828,2018-12-09,87224029,Danielle,0,"Absolutely beautiful apartment and perfect location! Hosts were so helpful and quick with responses when needed. Would definitely recommend, as we will definitely be back the next time we return to Melbourne!"
150729,358287319,2018-12-14,11375031,Danielle,95,Couldn’t have asked for a more comfortable stay and perfect location. I would love to stay with Ramona again.
227964,1974927,2012-08-13,3088977,Danielle,80,"Julie's home is conveniently located in a great part of town. It  is super clean and cosy.  Julie and Raven are welcoming and lovely hosts.  I enjoyed being immersed in a creative vibe and my rice cooking has definitely improved!  Thanks for sharing your home with me, hope to see you guys again :)"
10803,79330285,2016-06-12,66656100,Danielle,96,"Lindsay was wonderful and is honestly a very nice person. The room was perfect, clean, and so comfortable. He provided information on things to do around town, places to eat, etc. He even accommodated to my vegan diet by suggesting some wonderful vegan restaurants! So kind. He was also very out of the way, and I had plenty of privacy. The location is absolutely perfect being right next to the tram that goes to the city. I have absolutely no complaints. :)"
268849,235204304,2018-02-15,52900121,Danielle,0,"This place is amazing. The decor of the apartment is very stylish, the location is perfect and the 'South Yarra' guide with restaurants, cafes etc was very helpful. I would highly recommend this apartment to stay for a true South Yarra and Melbourne experience."
51592,146421680,2017-04-22,122506579,Danielle,96,"This was a surprise for my partners birthday and i was just as surprised when i arrived, place is much larger than i expected. Perfect location, and will defiantly be back for another stay "
70004,83406932,2016-07-02,60415754,Danielle,91,"Vicki has been a wonderful 'house mother'. As soon as I stepped inside she had this warm glow about her that just made me feel right at home. She's upbeat and a good conversation partner for lonely dinners. What's more when I got lost navigating the streets of Frankston she came right to my rescue and led me back safely! (thanks again for that again vicki!) The house is also as welcoming as she is. With a warmly lit kitchen and living area this house surrounds you with its light and comfort. Furthermore, Vicki is a really great host who thinks of all the possible amenities you might need and provides it for you. Overall, a fantastic stay and I would highly recommend it to anyone searching for accommodation in this area! "
189128,286249392,2018-07-05,196668090,Danijel,96,"My first Airbnb experience and I could not have found a better host than Toni, everything exceeded all of my expectations, and they were high to begin with!"
268849,264489162,2018-05-14,51295994,Danni,89,Absolutely beautiful place! Amazing location right around the corner from the train station and so close to chapel street! The girls were lovely hosts will definitely be back!
70328,66420555,2016-03-22,25082859,Danni,97,Great place. Lovely host. Easy walk to all nessesitys. 
163077,613416,2011-10-10,821914,Danny,97,"All you could ask from a home away from home, lovely. For us it was in a perfect location. The only issue is, no lift.

Thank you Frank and Vince for the wine, nice touch.
 Warm and kind hosts."
72576,3046471,2012-12-08,1007167,Danny,95,"Everything at Ramona's is as awesome as it looks in the picture, but its the little details that make it exceptional. Ramona is a great host, communication was easy. The location is perfect for anyone who is visiting Melbourne. I would definitely stay again!"
281890,11507894,2014-04-06,11783098,Danny,88,"I stayed with Karen, Jim, Belle and Aus for 6 weeks whilst dancing professionally down in Melbourne. Karen went out of her way to make me feel welcome and apart of the family. I really enjoyed getting to know the kids and attending a cycling class with Karen on a sunday morning. It was a very sad departure at the end of my stay, although I will definitely be returning for a visit in the future! I highly recommend this place to anyone looking for a home away from home with a great balance of privacy and space within a family atmosphere. A nice big bedroom with a very cumfortable bed and plenty of storage space. Fast and reliable wi-fi also! My stay here was a 10/10 in all aspects. Already missing this beautiful family!
"
297350,115577721,2016-11-25,52148322,Danny,100,Nice one Ryan! Thanks for having us!
150729,2940275,2012-11-22,2659815,Danyelle,20,"My second stay at Ramona's lovely home! Thoroughly enjoyed it, Ramona makes a real effort to make you feel welcome and relaxed. The flowers and jug of water in your room and a comfy bed in a luxury townhouse, right in the middle of the coolest part of Melbourne...what else could you ask for?! Highly recommended to all"
150729,2430890,2012-09-27,2659815,Danyelle,100,"Staying at Ramona's house is a truly lovely experience and one I would highly recommend. The cool furnishings, little touches like fresh flowers and water in your room, copious amounts of muffins and bread, great location off Gertrude Street and a friendly and helpful hostess. I will stay again for sure and recommend to all."
315513,76178179,2016-05-25,69437629,Danyer,100,It was great to stay in Ryan's place. We were check in late but the host were nicely accepted our apologies. We love the exotic decorations in the house. It is amazing!
268849,25929865,2015-01-30,16312313,Danyul,100,"Wow.  I stayed for almost a month and being a local from Melbourne this was the perfect place to stay.  Walk every to restaurants, shopping, bars, work?? the Australian open, the MCG. 
Mia was so accommodating and made the stay so easy.  She even got a cleaner in for me.  I would definately stay here again and would definately recommend anyone coming to Melbourne to stay at Mia's apartment.
Thanks Mia
"
244952,8319999,2013-10-25,3578570,Daren,98,"I was in Melbourne for 3 days on business and wanted to stay just outside the CBD. Rebecca has a great little 1 Bed apartment with really fun and interesting art deco furnishings. Super hot shower, very comfy bed, and about 50 metres from all the action/nightlife/restaurants/cafes of Brunswick Street. Highly recommend. "
74548,365915362,2019-01-01,123856839,Daria,100,Great location and easy check in. The view is beautiful at night time. 1 minute walk from tram stop and Aldi is right downstairs near the apartment entrance. Would highly recommend for a lovely experience.
78143,246681521,2018-03-25,27507518,Darin,90,"We had a fabulous time in both Melbourne and Julies place, her home with our two separate rooms was just perfect for myself and my mate.  We were down for the F1 Grand Prix and it was perfect for this, a lovely home and surrounded by food choices to suit anyone.  Julie is a great host and we hope to be back next year.  Many thanks."
240410,210937984,2017-11-11,72171240,Darina,0,There is nothing i did not like about this apartment  location perfect hosts (Website hidden by Airbnb) definitely  a place i would stay again when in Melbourne
67211,230049751,2018-01-26,1328848,Darius,95,"Host was very friendly. I felt like at home during the stay. We have very nice, pleasant talks with glass of wine. Flat is very clean and locations is good, tram is near by. It was one of the best air b n b experiences for me."
74715,258241596,2018-04-28,1328848,Darius,97,"Place is very nice. Room is big enough with a table and wardrobe. 
Close to bus stop no 250. 10 min walk to the train. Plenty of space in the fridge and kitchen. Host was very friendly and nice people. Recommend this place to stay for other people."
252381,895431,2012-02-01,1315748,Darlena,70,"We really enjoyed our stay in Elwood; the apartment is in a lovely and convenient area; very short walk to the beach. Kitchen is not for cooks, but  OK for breakfast and warming take out. Frank & Vince were very helpful and responsive. They have thoughtfully stocked the apartment with books, dvds, tolietries, coffee, tea, granola. "
161033,47914384,2015-09-21,44347065,Darrell,97,"We had a peaceful short stay overnight.
Karen responded promptly and was very generous with offering us what ever we needed!"
268849,33275609,2015-05-26,20512224,Darren,92,My partner and I really enjoyed our stay in Mia's apartment. Stunning looking apartment with a real comfy bed and awesome shower! Situated really close to chapel street and prahan markets and close to south yarra train station to the cbd is only a few stops away. Portable WiFi came really handy too! Best thing is walking down stairs and Zumbo is right next to you!
70328,72870819,2016-05-05,65157792,Darren,0,Raewyn was a great host and what a beautiful place to stay very comfortable and in a fantastic location near shops and beach 
72576,124005863,2016-12-31,48918809,Darren,95,"Ramona was a great host! She was very helpful and friendly! The room was perfect - clean, tidy and comfy. Location was also great with lots of cool bars, cafes, restaurants and shops close by. Even the CBD and Botannical Gardens are in walking distance, along with Yarra Bend and Melbourne Museum. We definitely recommend Ramona! Couldn't have asked for anything more! "
230790,75695266,2016-05-22,33634287,Darren,100,Thank you for sharing your wonderful house. We all loved the credible amount of space and the personal nature of the residence. Great location for a night out on Puffying Billy although the walk down and up the hill does take it out of you. 
357740,110365086,2016-10-25,2292980,Darren,99,"We immediately felt at home with Joseph and Viktoria, and loved their spacious and comfortable place.
Highly recommended."
76867,246136496,2018-03-24,175418465,Darrin,91,"We stayed with Judy for 2 nights and she was a great host, gave us plenty of tips and made us feel at home.
Great location just out of the CBD.
We would recommend Judy to anyone wanting accomodation in Melbourne ."
161033,203296948,2017-10-14,37725295,Darryl,0,"My wife and I loved the cabin, and It's only 5 minutes drive to the Main Street of Healsville. Quite, clean, & comfortable. Karen's communication was amazing and her local attraction recommendations and dining options were spot on. Great location to visit. We'll be back again."
38271,54620505,2015-11-22,47765746,Darryl,92,"Our stay at Old Trafford was wonderful. Our hosts Daryl and Deanna we kind and welcoming. The apartment is well laid out, the beds were very comfortable and our hosts had even include real coffee, tea, toast and  cereal which was a nice touch. Loved staying here and will be back for future visits."
72576,692357,2011-11-04,1349450,Daryl Keith,94,My stay at Ramona's was (Website hidden by Airbnb) helpful and willing to please...such great taste in vintage wares....handy to everything!!
230790,172772370,2017-07-22,12202335,Dave,0,"Accurate description, very accomodating host. Recomended"
363278,215858437,2017-12-02,5657929,Dave,100,"Alan was extremely communicative & responsive.  Sadly - my trip had to be cancelled at very short notice due to the weather conditions in Melbourne closing the airport.  Alan was extremely accommodating & generous to my situation, I will certainly be booking here again in future."
51592,25800992,2015-01-26,8901425,Dave,93,Amazing host!   Amazing place!   Amazing location!   Five stars.   Highly recommend!
72576,13362242,2014-05-26,2973295,Dave,0,"As always, Ramona is bright and friendly, and very helpful with local information. The room is still very clean and comfortable, and her house is immaculate; a fantastic stay once again."
247006,8777277,2013-11-17,9109218,Dave,87,Chris was a great host with excellent communication.
150729,4804827,2013-05-27,2973295,Dave,94,"Every stay at Little George Street is one to remember. Ramona is a wonderful, friendly hostess."
189128,27976670,2015-03-15,28486864,Dave,98,Felt very welcome
257915,26214721,2015-02-07,9165208,Dave,89,"Great location and nice, clean, modern apartments. Dina was very helpful in organising the stay which is a bit tricky with a large group of 9 - staying in 2 apartments. The apartment complex had a small gym and pool and was a short walk to the main city.

Only downer was the lack of keys. With 6 people in one apartment it would have been great to have more than 2 sets of keys to give everyone some flexibility to come and go as they pleased after 10pm."
43429,112814061,2016-11-07,1742669,Dave,99,"Great place. Close enough to suburban and city centre attractions. It's great if you have a car, but, if not, there is public transport available nearby. It was our third time to stay at Allan's place - always enjoyable."
67211,8162945,2013-10-18,2441484,Dave,100,"Kate was an excellent host, very helpful, and very easy to communicate with. While I did no see much of her (as I was very busy) she was extremely helpful and courteous. The room was excellent and was easy to get to the city, had great food nearby, all in all an excellent experience! "
12936,60598188,2016-01-25,24777798,Dave,100,"Nice apartment with chill, nice neighbors. Frank & Vince were incredibly easy to book with. The space was nice. 
Some nice restaurants / bars just on the corner and up Fitzroy st.
Little bit disappointed in the ground floor cafe being shut down .. but there's a couple others up & down the street.

 "
72576,3342107,2013-01-14,2973295,Dave,0,"Once again, Ramona has been the perfect hostess. She is so friendly and accommodating, as is her place in Little George St."
150729,2616194,2012-10-15,2973295,Dave,0,"Ramona is the perfect hostess.. friendly, happy, and very helpful.
Her place is also perfect: close to everything, warm and inviting. I thoroughly recommend Fabulous Fitzroy, Gorgeous Gertrude."
244952,28785883,2015-03-30,1799059,Dave,97,"Rebecca's apartment was very nice, and I can't imagine a better location in Melbourne. Checking in and out was very smooth, her guide to the area covered everything we could possibly need, and we were very comfortable. I would recommend it to anyone keen to stay in Fitzroy."
323280,7953112,2013-10-09,2441484,Dave,100,"Thank you Fay for letting me stay with you, You were a good help to me and I appreciated the support with familiarizing with the area!"
163077,738486,2011-11-22,1161763,Dave,96,"The apartment was fantastic. It was a very late booking, but Frank & Vince got back to my inquiry right away, and it was all made very easy.
Highly recommended..."
108032,158468422,2017-06-06,96603074,Dave,97,The best studio! I love the place and perfect area. 
75109,55535459,2015-12-01,48530742,Dave,83,"This is a budget accommodation but a terrific value. Karen is an awesome hostess! Although it is a shared bathroom and common area with other guests, it is very clean and comfortable. The private bedroom was very functional and the bed was great. Karen has a very friendly family and dog, all of whom we enjoyed. Karen made some solid dining recommendations within walking distance.This is also a convenient location to access the Melbourne airport. "
281890,3800130,2013-03-16,1694121,Dave,97,"What is left to be said when so many others have. Just all around fabulous hosts and family. There is always a laugh to be had in such an active household. A very authentic experience.
Many many thanks for opening up your home.
Dave"
76867,3599302,2013-02-22,2530399,Dave (& Merry),91,"We had a fantastic stay here.  Judy was a great host, and we had great talks.  Her beautiful high rise home has it all--views, en suite bathroom, location, and mass transit nearby.  She has lots of information on Melbourne and even had pre-paid transit cards to use.  We hope we can stay here again someday. "
363278,10979169,2014-03-16,11638990,Dave & Marianne,0,"Thank you Alan for being such a wonderful host and for sharing your home. 
You made me feel welcome from the time you and Jack greeted me at your vibrant yellow door until the day of my departure day. May your garden continue to bloom.
I highly recommend this property for its ambience, comfort, cleanliness and peacefulness - an beautiful and harmonious oasis in the centre of Fitzroy ... Circumstances allowing, I definitely plan to return"
297350,303645020,2018-08-08,128158111,David,92,A beautiful home located not far from the city center. The host was excellent. Highly recommended. 
268849,77102917,2016-05-30,72793741,David,99,"A beautiful little apartment with great decor, and ideally situated for our brief stay. Mia was a fantastic host. Would highly recommend."
51592,82294640,2016-06-27,10516819,David,90,"A fantastic city getaway, perfect location, great atmosphere and an organized host. Highly recommended!"
247140,1797422,2012-07-25,2634422,David,100,A really lovely apartment just a short stroll from the CBD and South Bank yet in such a quiet and relaxing setting. A real home from home. Fiona was very helpful with instructions for everything and the apartment was very well equipped. We will certainly recommend to our friends and will be back ourselves. 
256186,27423638,2015-03-04,22233048,David,92,A wonderful stay in a very smart tidy apartment. Exactly as described and very friendly and accommodating hosts. Easy to get into Melbourne although there are plenty of fine dining on  and around Smith Street. Will use again when in Melbourne. 
43429,298012065,2018-07-29,129227167,David,89,"Allan and Lissie were lovely hosts and the studio apartment had everything one needs for a short or longer stay (in my case 1 month). 
If you are looking for a great place to stay in the quieter outer suburbs of Melbourne or look for a place close to Monash University, I can most certainly recommend staying with Allan and Lissie."
72576,61023207,2016-01-31,12132082,David,80,"An excellent location, a tastefully decorated and immaculate place to stay and a gracious and helpful host. Everything went well and Ramona did a great job communicating with us and pointing us in the right direction. We felt we were well placed to make the most of what Fitzroy has to offer...and there's no shortage of good eateries and watering holes to sample!"
76867,52324346,2015-10-28,43726947,David,98,"An excellent property with great views from the 11th floor.  It is a short walk to the Domain interchange tram stop which has a frequent, fast and efficient choice of trams to the city centre as well as to St Kilda beach.  I found it a great base for three days in the city.  Comfy and clean double bedroom with own bathroom and toilet.  Judy was a very friendly and helpful host who made my first Air B&B stay a pleasure.  I can also recommend the Olive Tree restaurant just two minutes from Judy's front door for good Italian food nearby."
257915,25546927,2015-01-19,21166533,David,94,"Apartments are great for groups, reasonable value, clean and and in an excellent location.

Short walking distance to bars/restaurants,CBD and comfortable walk along the river to MCG, AAMI Park and Melbourne Park Tennis Centre.

Apartments have everything required for entertaining as well as cooking.

Dina was flexible after a late booking clarification was required, and provided everything required for our group to have a great stay. 

Would recommend the apartments to couples having a weekend in Melbourne, and especially for larger groups wanting to stay centrally."
256186,11344793,2014-03-31,1572161,David,97,"As an expat who rarely gets to visit home, Hoang's wonderful apartment made our most recent visit to Melbourne all the more memorable and enjoyable, and allowed us to decompress in privacy (and luxury) following the typical family reunions and catch-ups. 

All of the previous reviews are pretty much spot-on, so book with confidence knowing that you will be staying in an extremely well-appointed apartment in the heart of vibrant Collingwood. All amenities you could wish for, including a very reliable WiFi connection and spectacular kitchen. 

We'll definitely stay there again. Thanks so much Hoang!

PS: Be sure to visit Jimmy Grants, less than 5 minutes walk away, for some delicious and modestly-priced Greek cuisine. Yum!"
256186,64048679,2016-02-29,337687,David,53,"Brilliant location, very close to Smith St cafés, restaurants, bars, and shops. The apartment was modern, clean, and comfortable. Hoang was a great host."
227028,2915622,2012-11-19,3861005,David,0,"Fabulous apartment, fabulous location, fabulous host:  we just returned from a week in Melbourne staying at Dan's place and couldn't have had a better time.  Her apartment in the heart of the Melbourne CBD is stunning  - a light, bright modern renovation in an historic building - and has everything you could want.  You are easy walking distance from the museums, galleries, shopping, restaurants, etc. and, if you decide you just want to take time off, we couldn't think of a more relaxing place to do so.  Would have stayed longer if we could have."
108032,82448265,2016-06-27,10959764,David,98,"Fantastic accommodation, great host, really appreciated the flexible check out times. "
150729,446587252,2019-05-02,9994419,David,0,"Fantastic Airbnb experience. Smooth check-in and communication, Airbnb as described, and lots of cafes, restaurants, and museums nearby. Ramona is a very kind host and made me feel at home right away, couldn't recommend her place more!"
247140,353841965,2018-11-29,61723865,David,97,"Fiona is a great host who replies promptly to communications. The unit is exactly as described, also if you are into cooking the kitchen is very well equipped. The unit is very quiet and comfortable and is walking distance to CBD, or a $6 Uber ride away"
51592,421176556,2019-03-08,25735203,David,94,"First off, excellent location. A few feet away from everything, including Hardware Lane, which had more great restaurants than I was able to attend.

Second, the apartment is huge! Lots and lots of space with a great fun layout, including loft, swing, and rooftop deck. Lots of sun in the mornings, in a great building. Just lots of fun. 

Third, Michelle was an excellent host, in all ways. She had the apartment ready for our late arrival, including with multiple fans to deal with the heat that just blasted Melbourne. 

Overall, a great stay."
241263,12416650,2014-05-01,13835387,David,0,Gloria was the perfect host for our all too short time together. Our every need was catered for and we enjoyed her company. The apartment has to die for views over the inner suburbs with secure parking and easy access to public transport. We have no hesitation in recommending it as a great place to stay.
111001,625634,2011-10-13,590078,David,98,"Good location, very near tram, shops and super market. Room with ensuite bathroom, is very convenient."
12936,2824306,2012-11-07,2874782,David,91,"Great apartment, brilliant location in the heart of Fitzroy. Highly recommend."
268849,425279738,2019-03-17,69112973,David,95,"Great hosts, perfect location, clean"
47100,2119554,2012-08-27,3323082,David,89,"Great place in great location with lovely hosts! I was an AIRBnB 'virgin' and so I was a little tentative about making a booking, but I'm so glad I did. Loren and her partner Ruth were fantastici hosts - actually the type of people I enjoy hanging out with; creative, fun, smart and open minded. Their little home was all I needed for my visit to Melbourne and I would definitely recommend them to anyone visiting Melbourne - really an excellent location to be based when visiting Melbs. "
297350,316255763,2018-08-31,74195012,David,96,Great stay in Ryan's place. I am already checked in after a weekend away from Melbourne. Great kitchen to prepare dinners. Nice and friendly hosts
136510,323572350,2018-09-16,149427246,David,90,Great value for money. Great location and fantastic communication
268849,415121938,2019-02-21,8619764,David,100,Great value for money. Great location.
297350,235479376,2018-02-16,45699492,David,91,Hi recommended
256186,3813293,2013-03-18,4220411,David,93,"Hoang and her family were the perfect hosts for my time in Melbourne.  She greeted me at the front door with a cold bottle of Proseco and a bowl of fruit. It was most welcomed after a very late arrival. The flat is perfectly located near the shopping, bakeries and coffee shops on Smith St.
The spacious flat was roomy with everything I needed for a long stay in Melbourne. I really appreciated a washing machine and lots of room to store a bicycle. "
74548,19569553,2014-09-14,3168592,David,0,"I had a great time staying with Mario.  The location is fantastic, right next to the Victoria Markets and close to lots of good cafes and shopping.  Mario's apartment is very comfortable and has a nice view out over the city buildings.  The room is great, with an en suite bathroom,  has gone to the trouble of providing helpful things like, spare toiletries, a public transport pass, etc.

But what I liked best about my stay was actually meeting and hanging out with Mario.  He's friendly, relaxed, and interesting, and goes out of his way to entertain his guests.  He even talk me on a walking tour of his favourite markets and introduced me to some of his friends.  Great fun."
74548,71652474,2016-04-27,21849767,David,96,I had an amazing time. I spent 4 days exploring Melbourne and was able to walk everywhere because the location of the apartment was in the middle of the city. Mario and his family were amazing.  I felt as if they were my family. They pointed me the right direction and told me the shortcuts of the city. The room itself was very spacious and the bathroom was stocked. The gym was fantastic and had its very own indoor pool. It was great. I will def return and stay with Mario
111001,240735771,2018-03-05,27384442,David,95,I looked through all the Airbnb experiences in Tokyo related to photography and Yulia’s portfolio of photos stood out to me as being the best of them. I had a wonderful experience with her - she was able to take great photos of both the couple I was with and myself. She is super easy to get along with and showed us some great hidden local spots (places you’d only find with someone who had explored the neighborhood extensively). I would totally recommend her to all my friends as an exceptional Airbnb experience! 
76867,10319938,2014-02-13,7443448,David,96,"I never realized how much Melbourne had to offer until I stayed in Judy's beautiful penthouse condo. There is something to do and see from every direction out her front entrance. The building she is in is very clean and secure, even late at night. The sunset from her balcony is postcard quality. I had not made any definitive plans for this part of my trip so. I took Judy's advice everyday. I covered a lot of ground by walking and the tram was always an option if I got tired. It was always nice to come home to Judy and share my daily adventures. She has a genuine interest in people and is so easy to talk to that we kept each other up later than we should have. I would truly recommend this host to anybody who is looking for a clean, comfortable place to experience Melbourne.  "
297350,260151869,2018-05-03,187371961,David,99,"If you want the most super host and beautiful place to stay, then contact Ryan to make your stay more enjoyable."
74548,214530,2011-04-01,433932,David,96,"If you want to be in the heart of things and have everything that Melbourne has to offer on your front doorstep, this is the place to stay! Assisted with Mario's extensive knowledge of the City and great recommendations I really felt like I got to see a decent amount of Melbourne in the week I stayed there.

The apartment is also fantastic with great views over the City, ensuite bedroom and an on-site gym, pool and tennis court. Mario makes a real effort to make you feel at home and provide any information or ideas on how to make the most of your time in Melbourne whilst also respecting your privacy.

This was my first time using Airbnb and I well and truly landed on my feet with this one, and gained a good mate out of it too! 

Totally exceeded expectations! Thanks Mario!"
76867,9233191,2013-12-15,6706941,David,98,"Judy was the best of hosts and her condo was a great base for our stay in Melbourne.  An AirBnB traveler as well as host, she appreciates what a traveler is looking for in a host and rental.

Judy makes you feel very comfortable and welcome.  Great to speak with and great at letting you be and do your thing.

We wish had planned more time in Melbourne and part of the reason was Judy and her apartment.

Thanks Judy!"
161033,1462389,2012-06-11,847963,David,98,"Karen and Michael's cabin was my first airBnB stay, and it was a very encouraging start.  The cabin is perfectly modest, solid, and comfortable; containing everything we needed and a little bit more.  Karen provided helpful suggestions in the days before our trip and put us immediately at ease upon arrival. The continental breakfast was a melancholy reminder of how good all those other continental breakfasts you've eaten could have been.  We would go back for sure."
161033,23969971,2014-12-15,13376174,David,99,Karen met us at her wonderful property and went above and beyond to make the stay more pleasant for my folks. 
281890,10070724,2014-01-28,10373729,David,97,"Karen was a great host. Herself and her family were very friendly and welcoming! 

The room was clean and super comfy! Having our own personal fridge was also a bonus, and the little care package upon arrival was a sweet personal touch.

We would definitely stay there again, and would recommend anyone else!"
75109,68802619,2016-04-06,6445354,David,97,"Karen was very welcoming and friendly. Great bedroom with everything you need. I stayed for around about a week and although the room is part of a shared house, it felt like you had your own private area. Thanks again Karen "
75109,114234375,2016-11-16,27937317,David,100,"Karen's place is spacious and you are welcomed into the family home. The kitchen arrangements are well thought out, with separate guests' fridge and clear discreet messages about how things are done in the home. Karen and her family  are experienced hosts with a genuine interest on those who stay with them."
67211,591529,2011-10-03,743632,David,100,"Kate is an awesome host. Very friendly, easy to talk to, and was more than willing to help this stranger to Melbourne with good advice. 

The room, the location, and the host were more than I could of asked for. "
74959,208727535,2017-11-02,138828889,David,99,"Linda's place is special.  Great location - so close to beach and Bay St shops and restaurants.  Spacious and stylish - with a most welcoming and engaging host.  Linda is outgoing, thoughtful and made me feel relaxed and 'at home'.
Her placed has a great history - being a part of the Swallow Biscuit factory complex, and converted by a very clever architect.  Quiet bedroom has very high quality bed and fittings.  In all, it was great to meet Linda and share a few evenings in her home."
10803,15624617,2014-07-13,13599943,David,99,Lindsay was great. Really a sweet and extremely kind guy. I really enjoyed the month that I spent there. Great location (extremely convenient with the tram line).Was a great Melbourne experience.
244952,18419547,2014-08-26,1677860,David,100,"Luis and i loved the place. Great space, enough of rus, and a fantastic location near public transport and good cafes etc
Also goo=d to have off street parking and no near to flat
Enjoyed it very much!
David"
283257,90234718,2016-07-31,22535490,David,93,"Lulu was a great host. She made our multiple arrivals simple, gave ideas and info about the area (which is a brilliant place to be staying) and left some beautiful flowers for us half way through our stay. The flat is well-equipped, comfortable and feels like a home. A great choice for us."
108032,75981204,2016-05-23,8065071,David,100,Malcolm puts a great experience together and was very accommodating with getting me checked in. The apartment is lovely absolutely clean and it was all just so easy. The location is superb and really allows you to make the most of the brilliant public transport system and moving easily around the city
252381,455656662,2019-05-20,71241293,David,95,Place is in a great location and is as represented
72576,3863474,2013-03-22,4220411,David,100,Ramona was a gracious and helpful host. Her home on Little George Street is perfectly located for accessing all the great things Melbourne has to offer. The top floor suite was spacious with a very comfortable bed. It is a perfect place for a short stay.
150729,5942977,2013-07-23,1677860,David,100,"Ramona was a great ambassador for airbnb, very friendly from the start, full of enthusiasm for the area, with many thoughts on where to eat, drink, shop and visit, lots of maps,and cards, chocolate, and a nice warm room right beside from door for easy coming and going with the bathroom nearby. Great area, that is easy to access from Southern Cross Station by tram, and is a busy area. House is easy to find and quite cool too.
Thanks Ramon for being so inviting in your great home. David and Luisa ( You taught us a few things as hosts too)"
150729,84922575,2016-07-09,25363171,David,99,Ramona was a great host.Lots of local information.Excellent location with the city easily accessible by public transport.Fitzroy a fascinating area.The house is modern and stylish.Highly recommend.
150729,9993761,2014-01-24,9093052,David,0,"Ramona was a lovely host with a pleasant and interesting house and neighbourhood. We enjoyed our stay very much and found Ramona's suggestions helpful regarding transport and places to go.
Our bed and bedlinen were cosy and comfortable."
72576,5480976,2013-07-02,2080973,David,98,"Ramona was a perfect hostess.  She couldn't do enough for us.  The accommodation is superb.  We stayed for 3 nights in the second floor apartment with our own bathroom.

Ramona's house is a wee bit from the city centre, but a tram stops at the end of the street, and if you are energetic and fit, a 30 minute walk takes you in the main shopping area.

I cannot fault our experience with Ramona, and should we return to Melbourne, I would definitely look use Airbnb and Romona.


"
150729,26483691,2015-02-14,25226160,David,97,"Ramona's house is spacious, immaculate and full of carefully chosen objects and she shares almost all of it with her guests. She herself is helpful and enthusiastic. We very much enjoyed staying with her."
72576,8088346,2013-10-15,4528479,David,98,Really enjoyed my stay on Little George St.  I very much appreciated the attention to detail that Ramona has and the central location of this funky space.  Fingers crossed I can make it back through Melbourne and have an excuse to stay here again. 
297350,109644931,2016-10-22,94900460,David,90,"Ryan and Rhiannon are very welcoming hosts with a well cultivated sense of style in their home.

Staying with them was an absolute pleasure. They were talkative when we were up for it, respectful of privacy and adaptable to any reasonable requests.

Would not hesitate to stay with them again! Thanks guys!"
297350,84987013,2016-07-10,71458480,David,80,"Ryan is welcoming. The house is decorated with handicrafts from many places. I thought I was in Southeast Asia when I saw the giant Buddha head statue. The house is big with 3 guestrooms. The visitors can spend their time  in a living room. Bedrooms are too small to fit in two 28"" luggage, but we could leave the luggage outside our rooms. There are grocery shop and restaurants 5 minute drive away. the house is 30 min drive from Melbourne city center.  We love the dog called Romeo, it's the friendliest dog in earth. it welcomed us by showing its toy.  Free Wifi is provided. There is no water tap in the toilet, you can wash your hands either in bathroom or laundry room. "
51592,451461258,2019-05-12,10516819,David,100,Such a great and unique city hideaway! You’ll love it
365832,3089289,2012-12-14,1743070,David,89,Susan's very friendly and hospitable. The apartment is very comfortable and well located. It is a 5 minute walk to the train station with direct access into the city.
